ID,pred
ID_4799,257197821.28
ID_2259,37412335.51
ID_4605,2907775493.78
ID_6492,433628976.04
ID_2099,372496.7
ID_97,27932904.18
ID_7176,307272.7
ID_5739,1849121.12
ID_3158,827276517.04
ID_4184,220444759.82
ID_5487,374505.9
ID_5771,1891245527.1
ID_6913,509491481.1
ID_939,3696701783.9
ID_6853,120271573.45
ID_3899,319790120.13
ID_3135,460471134.54
ID_3207,37583586.22
ID_1385,465762.0
ID_2170,360333.4
ID_3729,366173379.11
ID_3362,372496.7
ID_7120,9646139776.07
ID_298,5739361.5
ID_5680,187524.0
ID_548,430374345.62
ID_534,38616391.15
ID_4115,1810642.62
ID_1119,903445671.78
ID_1937,1119242270.57
ID_3117,48794603.33
ID_3912,13342705.25
ID_3877,393285170.76
ID_4105,1720783164.1
ID_2197,11596940.06
ID_420,5201781503.16
ID_6898,101362397.48
ID_5031,3490117303.22
ID_3048,625086599.33
ID_5607,83652876.75
ID_3411,463383607.41
ID_7163,482913165.75
ID_3108,94673676.95
ID_6502,4725242973.89
ID_6163,300384242.04
ID_3256,3104551105.82
ID_2440,1069938031.79
ID_3452,409177.2
ID_718,1914406.9
ID_3957,1321138764.73
ID_3121,1893561223.6
ID_3123,7826858.2
ID_6259,338182.0
ID_2243,153249789.97
ID_7247,230337955.14
ID_4994,401303122.83
ID_4357,219428900.89
ID_4818,576054583.55
ID_6501,9646219365.03
ID_5469,415697.4
ID_6284,1524180.76
ID_6364,549536.46
ID_390,38611407.49
ID_2092,18840365.66
ID_6661,1147878439.16
ID_912,380255565.66
ID_3781,246975448.88
ID_830,413493677.11
ID_410,33643083.28
ID_1363,830010444.58
ID_3943,246419031.8
ID_6757,458941126.81
ID_2201,775840632.39
ID_5245,33180948.84
ID_6692,413392637.39
ID_1679,23807549.43
ID_725,19172520.89
ID_4370,432842235.46
ID_5910,354530.1
ID_6749,714492991.91
ID_4160,835306109.37
ID_6085,39699716.6
ID_6231,924163957.83
ID_3430,4898360600.59
ID_5703,363839.4
ID_96,147475316.1
ID_4593,29177642.98
ID_3154,370307.0
ID_5085,443992269.01
ID_6223,439246071.47
ID_6125,493693.7
ID_7068,964602100.13
ID_5524,459449811.54
ID_858,147475316.1
ID_1232,6324013.44
ID_774,432914335.1
ID_6566,598436379.84
ID_5528,8483852726.7
ID_2301,5502856892.68
ID_4998,1121877216.37
ID_1963,145556541.82
ID_5817,792561520.84
ID_2801,1913929.34
ID_3413,187719.0
ID_105,628684885.94
ID_4772,201927541.06
ID_6377,280235.0
ID_2111,1893272.54
ID_3176,372496.7
ID_4819,4850812097.65
ID_3588,4707198555.48
ID_3894,6299691192.5
ID_2812,561024734.49
ID_6050,193042092.39
ID_2682,399619145.05
ID_6092,7965996.3
ID_1531,1060273695.23
ID_7119,1463258.36
ID_6183,5577185.1
ID_190,260324155.95
ID_5205,578756015.41
ID_1793,5198671014.85
ID_947,403198464.28
ID_3863,1888972054.4
ID_5796,1013193393.84
ID_1013,1624776.5
ID_6481,520178.26
ID_1234,617880736.72
ID_92,110354932.76
ID_6387,1463258.36
ID_6506,574264012.58
ID_7078,206998867.73
ID_3658,1976335.42
ID_2330,3768992465.69
ID_3518,695931182.64
ID_3309,1403953479.75
ID_1057,984699075.06
ID_6018,5139423049.44
ID_1979,372496.7
ID_4153,418530851.53
ID_5542,156515312.36
ID_5247,573681389.0
ID_3541,100220764.83
ID_3020,96006542.67
ID_894,596496323.39
ID_2579,560448697.52
ID_1717,948896982.79
ID_6738,948798334.84
ID_4986,245642008.52
ID_3080,70432514.55
ID_3083,898172444.05
ID_7081,759907208.36
ID_6586,120271573.45
ID_7063,987265842.29
ID_698,468040.3
ID_5747,1810642.62
ID_2876,3206459.4
ID_6288,101570526.8
ID_2308,946073667.21
ID_1327,37427624.32
ID_1910,1893561223.6
ID_6333,420899835.07
ID_7166,262497824.14
ID_791,424137.1
ID_2153,6067893.07
ID_7009,709048474.95
ID_3871,7648244.14
ID_6225,553267841.22
ID_5849,9123630180.68
ID_5321,8040589538.9
ID_6331,488244262.54
ID_896,886968716.1
ID_2056,711569761.34
ID_906,917882983.48
ID_229,596055298.65
ID_3683,5178760383.62
ID_4341,408972858.03
ID_872,8875858.5
ID_2734,979233658.52
ID_7118,3615684914.49
ID_2255,29221937.55
ID_4918,224624362.0
ID_817,15251314.69
ID_876,4412858406.37
ID_5126,175108281.89
ID_2017,47528292.8
ID_6242,163624750.76
ID_6239,4955992868.2
ID_1073,7989378726.03
ID_413,8535418.4
ID_162,853905287.28
ID_5046,1810642.62
ID_630,34717992.88
ID_5985,6162081.88
ID_2915,7362571195.11
ID_2317,463414.7
ID_6010,869021869.42
ID_2956,1675098122.89
ID_1839,11596940.06
ID_3923,374192614.61
ID_3053,853620373.68
ID_4282,1978660455.3
ID_4524,415697.4
ID_4860,4548332548.78
ID_6594,322898.0
ID_415,627802144.9
ID_3619,370307.0
ID_2354,215135297.15
ID_1276,345569199.47
ID_3674,37583586.22
ID_7050,514916067.62
ID_3803,5700598639.27
ID_3326,1163595778.09
ID_170,389652983.28
ID_299,147475316.1
ID_554,670048585.96
ID_1117,32272210.17
ID_1472,688035318.6
ID_3052,360333.4
ID_4485,9557026026.23
ID_4746,91110087.42
ID_5643,840547408.64
ID_4446,668789297.07
ID_106,1889535658.4
ID_1361,693133198.84
ID_722,316229242.82
ID_1473,780337405.39
ID_4991,413839364.83
ID_5718,483195903.5
ID_5006,608001924.56
ID_5614,411528188.07
ID_5105,16214009.94
ID_2028,1899449025.92
ID_4067,803415058.83
ID_2286,441952430.06
ID_623,717873680.76
ID_1750,1913929.34
ID_797,913608864.13
ID_147,959397443.26
ID_1705,355513.6
ID_6464,760650578.31
ID_4491,946428484.34
ID_5751,116404921.32
ID_5909,4938410603.29
ID_5397,83652876.75
ID_2075,3484703.8
ID_2428,463414.7
ID_5075,7648244.14
ID_3785,1662342392.59
ID_3089,394767639.76
ID_5032,1576877609.08
ID_6735,1055628804.14
ID_4591,99837429.24
ID_5898,1535196.8
ID_6577,700310995.72
ID_196,27932904.18
ID_2790,888626883.66
ID_6413,37498660.6
ID_1822,1740259043.93
ID_6610,6778083593.31
ID_3462,466319695.25
ID_3287,19535576.67
ID_4629,812758828.37
ID_1360,996634336.83
ID_1169,468040.3
ID_5503,3586886742.19
ID_933,83635697.35
ID_3654,5526087829.92
ID_569,905476617.14
ID_638,8875858.5
ID_5661,892946827.62
ID_687,3073439184.52
ID_2232,9709259253.19
ID_5112,464005.5
ID_5282,871883222.89
ID_3350,463414.7
ID_5995,306087141.03
ID_1280,64904405.03
ID_6038,399792.8
ID_1690,349942.5
ID_4992,551731604.51
ID_6980,39597749.84
ID_4531,1364166174.07
ID_1175,1856712094.41
ID_4783,35606228.53
ID_191,100315086.24
ID_3996,234435124.86
ID_3024,695349487.66
ID_3913,1194384234.77
ID_1010,418446110.95
ID_4526,469913115.42
ID_5310,1036594328.65
ID_6770,412165596.11
ID_2282,445887067.96
ID_3699,575309929.62
ID_3573,56246636.71
ID_6710,34674091.88
ID_6710,34674091.88
ID_1584,996439334.78
ID_5427,10012093226.53
ID_1587,867858957.14
ID_6760,1791730900.5
ID_4732,996133679.94
ID_6335,278932.2
ID_320,720873303.04
ID_2547,399430248.43
ID_4476,411730.7
ID_4469,439854.4
ID_4343,1535196.8
ID_6069,2910790221.62
ID_3959,266825985.77
ID_4427,268131044.24
ID_6959,155165368.04
ID_144,781343742.78
ID_2214,352530.5
ID_4526,469913115.42
ID_6203,6834758.9
ID_2903,12450060.9
ID_1844,362792103.6
ID_2585,28706235.25
ID_3586,1928718004.7
ID_6910,67198550.25
ID_2631,444319943.0
ID_5925,266769611.2
ID_1033,737204004.57
ID_266,1846257952.84
ID_6611,5098183070.89
ID_2102,330975.1
ID_3724,3416295198.56
ID_1631,1990754.34
ID_2564,990795745.0
ID_1503,413175.2
ID_1690,349942.5
ID_1738,976972389.52
ID_7246,4848256728.68
ID_3441,1336410609.56
ID_6527,471743225.7
ID_1384,132269770.93
ID_3086,2018227288.85
ID_5189,5288551283.73
ID_1905,55371182.4
ID_3216,4157391618.16
ID_6398,234107446.64
ID_5595,5602717264.35
ID_6149,337961757.0
ID_992,5188638484.82
ID_6857,338182.0
ID_2568,8693405165.81
ID_5234,2169925152.47
ID_2166,489641643.49
ID_4044,7965996.3
ID_1883,19535576.67
ID_2985,236410670.44
ID_255,345569199.47
ID_2653,878661873.74
ID_6703,231642789.35
ID_73,1892676.98
ID_168,167754065.87
ID_6386,4609386482.28
ID_3060,777142489.81
ID_3660,827869274.48
ID_1889,11249045.5
ID_5058,206930205.2
ID_4846,3748812604.31
ID_766,352111575.1
ID_5474,580372081.22
ID_2748,613987757.09
ID_1750,1913929.34
ID_5854,620006871.22
ID_1271,3034816294.69
ID_6633,127709836.51
ID_2443,372496.7
ID_3800,772640784.14
ID_2831,37583586.22
ID_3411,463383607.41
ID_1627,184374438.42
ID_1049,1030514181.04
ID_100,34745496.24
ID_1197,997126441.92
ID_2760,5135429506.0
ID_6436,511455.26
ID_1952,320308038.74
ID_4960,3473721191.13
ID_3035,7826858.2
ID_900,645755695.57
ID_780,679104534.57
ID_1047,450251.4
ID_6525,42944250.43
ID_2265,694665764.04
ID_754,5927291.53
ID_2142,36684170.28
ID_858,147475316.1
ID_4246,416113462.81
ID_5875,6140399.51
ID_443,1627340.0
ID_2587,63108407.41
ID_4902,550010576.69
ID_24,300249693.74
ID_3122,1928718004.7
ID_3068,445182670.25
ID_3226,444649908.66
ID_7004,4858076719.0
ID_927,510827.6
ID_3825,880927573.43
ID_2272,6067893.07
ID_4263,216359582.87
ID_5419,411249787.78
ID_3757,59749594.89
ID_6781,101362397.48
ID_2181,2669909365.95
ID_1759,765936708.4
ID_3334,4973097200.11
ID_6473,111163333.47
ID_6483,1034579715.06
ID_4240,267665398.82
ID_2708,9215124.5
ID_3184,1913929.34
ID_4850,228829204.58
ID_6043,1749610816.47
ID_7120,9646139776.07
ID_6891,448293110.72
ID_970,6868992.1
ID_2207,409754.2
ID_588,1356758119.14
ID_2158,395512762.34
ID_2441,3918582296.6
ID_276,1892676.98
ID_6247,339566510.42
ID_4340,409023533.31
ID_3990,3705409.2
ID_2437,2362051796.25
ID_2825,737331156.57
ID_6677,3442274425.44
ID_1052,104975215.1
ID_6517,99736952.67
ID_1449,3948927431.8
ID_4530,1535196.8
ID_1270,785708380.37
ID_4847,1801746643.49
ID_6446,1123340191.94
ID_1258,781383665.48
ID_3282,6467384462.68
ID_1401,334957.2
ID_3124,3927059342.45
ID_3296,29221937.55
ID_3432,5486613067.88
ID_6722,1253288864.76
ID_449,1766505229.38
ID_5498,860209072.39
ID_3942,92114542.44
ID_657,439027137.0
ID_25,345209042.66
ID_4131,33180948.84
ID_4889,263828800.45
ID_1122,173992.1
ID_1474,778915124.52
ID_4842,439854.4
ID_136,412066.3
ID_2754,831302764.28
ID_6197,37770830.13
ID_3986,113505038.9
ID_4054,266338293.91
ID_2086,400146787.16
ID_5125,204599990.33
ID_416,1889535658.4
ID_3413,187719.0
ID_2639,868649131.98
ID_2186,5796051707.54
ID_4410,37331966.37
ID_2179,1638568.0
ID_3369,348214.6
ID_3184,1913929.34
ID_6039,511985832.28
ID_4310,58503088.96
ID_4908,835306109.37
ID_927,510827.6
ID_5994,171981.1
ID_6309,782479960.31
ID_5767,511395235.7
ID_5711,1332466762.06
ID_5009,4836173150.4
ID_4585,2187478401.97
ID_4235,274907916.95
ID_2694,827869274.48
ID_1138,651666124.19
ID_3985,212100415.59
ID_3078,185827944.14
ID_5772,7965996.3
ID_3397,868279987.76
ID_5470,421576948.08
ID_2677,266422795.68
ID_6552,478386847.09
ID_2825,737331156.57
ID_3050,438974790.27
ID_6893,22048924.2
ID_4769,900945602.43
ID_3233,360333.4
ID_1659,29221937.55
ID_869,628096694.76
ID_6829,975972302.07
ID_1982,210454093.2
ID_5337,60743754.9
ID_2665,409754.2
ID_3333,651431957.79
ID_6195,43367705.65
ID_2731,6067893.07
ID_3852,23373389.2
ID_4084,696471557.01
ID_1245,493304564.0
ID_4928,259919583.07
ID_4995,551464665.68
ID_1349,276013069.63
ID_4985,245173563.29
ID_6919,3361557000.7
ID_6776,778729766.32
ID_3238,864690793.72
ID_3297,31468391.36
ID_5506,464005.5
ID_3136,407051643.88
ID_5917,870048377.51
ID_7117,5912326602.36
ID_1147,4925403026.72
ID_5497,902706727.86
ID_206,1923659816.78
ID_7165,265216709.02
ID_5196,576518053.79
ID_2337,454521992.54
ID_6192,37413791.21
ID_4209,1278620677.64
ID_5621,1372946066.75
ID_3124,3927059342.45
ID_5682,430198408.63
ID_3294,117229429.95
ID_2881,706939790.47
ID_7209,3333702880.16
ID_1832,201278102.29
ID_854,6705834.6
ID_3517,966907310.08
ID_2950,751859642.46
ID_1444,1892862393.6
ID_2317,463414.7
ID_5762,29177642.98
ID_702,1063338445.77
ID_5506,464005.5
ID_7171,568614850.56
ID_4318,31401727.52
ID_1802,161023.3
ID_7103,1070600934.0
ID_151,120686234.0
ID_5492,363839.4
ID_3539,537555989.09
ID_4240,267665398.82
ID_5502,83652876.75
ID_5454,5129321404.74
ID_3006,1913929.34
ID_6306,40140721.25
ID_2943,420359754.15
ID_668,1778908.0
ID_4989,461403149.19
ID_5777,1189693245.54
ID_5061,37331966.37
ID_3010,10017158314.53
ID_4128,29177642.98
ID_3443,3081836633.3
ID_4540,5640649995.6
ID_4089,464005.5
ID_5323,1735900.46
ID_4101,371237.2
ID_225,396897.2
ID_3912,13342705.25
ID_3464,478762360.47
ID_561,4862041553.38
ID_1657,8243849.5
ID_29,388601698.63
ID_7218,113299820.28
ID_988,1889535658.4
ID_5493,3443971.6
ID_818,2897309675.23
ID_228,435898013.98
ID_4822,363839.4
ID_6677,3442274425.44
ID_5091,782410615.22
ID_3590,1715854197.31
ID_4174,16214009.94
ID_3261,122169119.95
ID_1001,229954079.74
ID_1587,867858957.14
ID_1663,37427624.32
ID_3275,435121369.69
ID_5648,5577185.1
ID_300,27932904.18
ID_3212,958660670.55
ID_3642,4287674156.39
ID_4603,7965996.3
ID_2788,1821341855.53
ID_178,7819566984.68
ID_6748,863507889.16
ID_2941,32656710.6
ID_3121,1893561223.6
ID_6389,1500161.5
ID_4149,412354109.44
ID_1498,358756746.96
ID_4492,40799081.97
ID_3956,2532314101.89
ID_5160,4042924174.22
ID_3231,438974790.27
ID_6360,277324399.27
ID_3928,7192537634.1
ID_1862,372496.7
ID_5096,4169982696.55
ID_6607,393310509.94
ID_6199,460567937.7
ID_1531,1060273695.23
ID_5473,438154739.47
ID_2828,29221937.55
ID_2258,37583586.22
ID_5630,478415148.41
ID_135,1334066375.9
ID_1513,183900903.61
ID_1238,219425997.18
ID_4776,43182106.61
ID_4122,129371712.03
ID_2633,1481396.8
ID_1318,108106307.85
ID_879,24944750.18
ID_55,367175368.68
ID_4455,756502631.76
ID_2471,66674957.33
ID_3779,1285510079.47
ID_1483,372587.9
ID_6877,443835260.07
ID_5419,411249787.78
ID_6045,1034683855.76
ID_6683,87166676.81
ID_878,1435384288.09
ID_1418,583365181.69
ID_1240,334029107.28
ID_42,5231427898.64
ID_6955,5473642482.28
ID_3108,94673676.95
ID_5424,1735900.46
ID_4249,1535196.8
ID_6964,123776223.09
ID_1370,5292417267.99
ID_4907,1134879919.59
ID_6484,999469856.59
ID_6002,443744886.67
ID_3063,6383783089.33
ID_3716,834650256.11
ID_3930,4298925094.57
ID_6837,5264645000.07
ID_5629,435025203.53
ID_2613,6068198.89
ID_6890,588450830.23
ID_7009,709048474.95
ID_6764,230830.6
ID_5696,493693.7
ID_2351,573756457.35
ID_6352,89783375.38
ID_2984,608208374.28
ID_4657,981423507.2
ID_2017,47528292.8
ID_5567,7648244.14
ID_2060,491990.8
ID_1578,459205043.77
ID_5635,5564381563.88
ID_5648,5577185.1
ID_6658,431625163.3
ID_6216,183367.7
ID_6169,3881289641.67
ID_5088,1018868555.43
ID_693,450251.4
ID_2281,380057197.88
ID_3111,118908976.2
ID_7144,37022561.19
ID_2178,978399653.76
ID_1587,867858957.14
ID_5340,29177642.98
ID_4578,9122126302.18
ID_1458,216353918.23
ID_1593,5289588856.21
ID_3416,437127666.39
ID_5231,862493696.49
ID_2211,107560253.45
ID_1600,905590413.27
ID_5758,59790576.36
ID_6746,150138839.44
ID_5761,166839333.12
ID_766,352111575.1
ID_5063,34596417.63
ID_4632,6274352603.21
ID_4078,525844322.9
ID_4752,1837121864.66
ID_3610,824340860.43
ID_5940,3818305402.71
ID_6619,649777366.07
ID_3106,169981707.87
ID_760,117177205.77
ID_6627,63573664.61
ID_4109,1754314.36
ID_6556,1343090.76
ID_5330,1110973334.75
ID_5395,1288447080.04
ID_1201,28343179.47
ID_2679,198516275.01
ID_3667,62222569.86
ID_6783,26634514.5
ID_6983,1323029542.68
ID_2636,1009757421.89
ID_6426,273095418.87
ID_1198,17636821.7
ID_5759,30194622.9
ID_5836,371237.2
ID_791,424137.1
ID_409,36346629.63
ID_628,36346629.63
ID_4294,341514.2
ID_5155,476629156.2
ID_3076,124463276.22
ID_6107,163344.3
ID_3587,7826858.2
ID_1337,7826858.2
ID_1926,386728052.01
ID_3541,100220764.83
ID_4591,99837429.24
ID_2305,267807889.84
ID_4221,31671286.75
ID_2893,99887447.87
ID_5288,363839.4
ID_2914,1893272.54
ID_669,1884937082.56
ID_4856,8470118931.17
ID_1482,4839655023.56
ID_2460,13689334.29
ID_4806,403567099.07
ID_971,108166796.95
ID_1366,1658460323.09
ID_438,457348564.46
ID_5724,403096.7
ID_10,1889535658.4
ID_6174,4466713276.1
ID_5644,64000006.72
ID_4220,29177642.98
ID_2640,491990.8
ID_7001,8683142540.42
ID_3237,707810901.06
ID_5776,6162081.88
ID_7253,22048924.2
ID_3452,409177.2
ID_5484,493693.7
ID_6251,681238073.46
ID_1340,4379401034.42
ID_6129,354530.1
ID_2275,806031437.85
ID_5378,1684573.0
ID_7253,22048924.2
ID_5526,341514.2
ID_2386,809676761.69
ID_4977,1922110191.8
ID_2748,613987757.09
ID_3786,354859469.81
ID_5658,35606228.53
ID_2070,202859455.49
ID_6193,46984105.8
ID_1178,391751.1
ID_1750,1913929.34
ID_5719,465118478.66
ID_3956,2532314101.89
ID_2301,5502856892.68
ID_6435,498918253.13
ID_4360,880663077.83
ID_2322,389756.2
ID_1598,141334078.5
ID_4394,4558004025.3
ID_4979,4379597230.54
ID_264,837814879.34
ID_4908,835306109.37
ID_3824,908455505.46
ID_4444,493693.7
ID_4188,1848782730.08
ID_2907,1691370422.99
ID_78,1914406.9
ID_3371,8201925209.88
ID_2259,37412335.51
ID_6536,1246299345.24
ID_3630,3079172858.8
ID_6296,22949170.4
ID_5506,464005.5
ID_3743,1719295618.71
ID_2077,1334875971.87
ID_3565,20480963.59
ID_1341,6067893.07
ID_1390,69846037.72
ID_412,807190284.65
ID_3482,98872779.6
ID_5644,64000006.72
ID_1480,4495913818.43
ID_5879,1380262282.14
ID_5309,1250171984.92
ID_7178,404582720.25
ID_3785,1662342392.59
ID_175,3960109846.81
ID_1785,755033155.27
ID_605,1914406.9
ID_1173,1064808367.82
ID_1450,6067893.07
ID_1904,34263475.32
ID_2285,421850322.37
ID_589,995476196.94
ID_5430,21247861.02
ID_979,46460133.38
ID_5898,1535196.8
ID_4837,428035308.65
ID_3722,751757157.18
ID_6569,5129385503.59
ID_531,4747789858.23
ID_6157,968264553.71
ID_3207,37583586.22
ID_4596,40783406.8
ID_1408,1990754.34
ID_3756,567515409.81
ID_2104,347008083.25
ID_3360,4287674156.39
ID_2794,410085.8
ID_205,1889535658.4
ID_3448,339879738.12
ID_1880,197660585.72
ID_6800,8664351.96
ID_983,54555445.18
ID_6765,2073514158.72
ID_440,597428350.25
ID_3384,49439212.83
ID_2561,261451834.34
ID_3718,897055456.88
ID_4997,1535196.8
ID_4007,1581489830.25
ID_5299,266339103.0
ID_2309,881945601.84
ID_7099,352576.3
ID_6435,498918253.13
ID_1233,812614904.57
ID_3740,410085.8
ID_979,46460133.38
ID_3806,199461139.1
ID_5116,67225717.91
ID_654,400161574.63
ID_5059,29177642.98
ID_2365,7911133.4
ID_5971,29177642.98
ID_4076,225754508.44
ID_5885,273961716.32
ID_5131,7690775561.59
ID_6605,346084752.22
ID_6917,265686819.85
ID_3668,96739407.49
ID_5899,1187916547.17
ID_1456,218070601.82
ID_574,11769862.35
ID_5306,77774119.3
ID_4170,190020368.71
ID_5666,4589016132.56
ID_4665,469401718.07
ID_6860,84835915.72
ID_3461,259705881.64
ID_478,1207808174.36
ID_1994,6632173179.53
ID_1285,1059197725.96
ID_6841,150595377.37
ID_5976,470997246.6
ID_2740,273495838.61
ID_2338,415798695.22
ID_843,19172520.89
ID_4092,122995251.96
ID_1216,36346629.63
ID_5488,4849202014.42
ID_6411,46984105.8
ID_6363,111163333.47
ID_1967,409754.2
ID_74,7330486553.35
ID_1316,201988214.47
ID_3035,7826858.2
ID_4216,61183663.66
ID_6406,109973850.23
ID_5064,529056845.9
ID_2740,273495838.61
ID_50,1222992991.32
ID_3708,819739564.46
ID_1319,6705834.6
ID_1274,10327763.24
ID_5395,1288447080.04
ID_4441,1073624832.19
ID_5712,1119095809.55
ID_2722,692860083.33
ID_5043,8995460780.41
ID_863,34983992.58
ID_3776,7826858.2
ID_3473,20480963.59
ID_1793,5198671014.85
ID_1961,3462721097.01
ID_2902,1832272785.47
ID_5874,7965996.3
ID_1121,220148871.07
ID_2197,11596940.06
ID_4275,464005.5
ID_1204,5857953.6
ID_6778,3374155485.33
ID_2237,215241869.61
ID_3943,246419031.8
ID_1953,199414060.52
ID_767,255079058.99
ID_4961,229346900.33
ID_5233,234198450.62
ID_5593,683748170.86
ID_870,1889535658.4
ID_4665,469401718.07
ID_3895,5399672676.13
ID_5339,204606251.37
ID_5034,411730.7
ID_5250,1556889603.9
ID_6861,84448700.64
ID_6665,793742251.43
ID_3835,348214.6
ID_6850,2985114275.96
ID_2695,565550493.64
ID_1921,266683961.89
ID_5103,656536620.13
ID_3817,91048851.99
ID_1535,4565377.7
ID_3624,933794570.81
ID_3064,5494621746.93
ID_5794,593587380.12
ID_2523,491990.8
ID_6558,1134344840.7
ID_6584,250991253.71
ID_3666,48032836.17
ID_5561,3928650287.59
ID_1180,1415872746.66
ID_1341,6067893.07
ID_274,1892676.98
ID_1113,5248370378.51
ID_3982,5261855791.19
ID_7126,609797363.74
ID_425,11066009.15
ID_1086,71933269.24
ID_3606,1481396.8
ID_6075,53332839.2
ID_1191,5962141332.54
ID_6522,46984105.8
ID_2256,31468391.36
ID_4663,199485766.63
ID_5441,90205864.17
ID_2747,438974790.27
ID_3239,876501537.35
ID_6833,781882688.53
ID_2566,392029821.35
ID_6124,1684573.0
ID_6297,8597200.0
ID_7075,5385458277.76
ID_444,971124497.57
ID_3758,1056520060.16
ID_3942,92114542.44
ID_6463,458099363.26
ID_718,1914406.9
ID_3634,341453835.85
ID_437,439355680.34
ID_6906,37413791.21
ID_4097,1041006222.24
ID_134,1778908.0
ID_6219,479833070.84
ID_4216,61183663.66
ID_5530,1735900.46
ID_16,1463019818.62
ID_6615,9274112473.72
ID_3557,348214.6
ID_2768,903415712.35
ID_703,3714506301.3
ID_4093,88032034.39
ID_3420,1481396.8
ID_5598,3443971.6
ID_6740,785861511.18
ID_3034,1928718004.7
ID_2528,5213182739.8
ID_1053,2156010.99
ID_3694,438439765.23
ID_56,355352336.23
ID_2423,1047578419.43
ID_4969,31671286.75
