시도명,시군구명,종량제봉투종류,종량제봉투처리방식,종량제봉투용도,종량제봉투사용대상,1ℓ가격,1.5ℓ가격,2ℓ가격,2.5ℓ가격,3ℓ가격,5ℓ가격,10ℓ가격,20ℓ가격,30ℓ가격,50ℓ가격,60ℓ가격,75ℓ가격,100ℓ가격,120ℓ가격,125ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
서울특별시,송파구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,2040,0,5100,0,0,0,0,0,청소행정과,02-2147-2840,2022-12-12,3230000,서울특별시 송파구
서울특별시,송파구,김장용봉투,소각용,음식물쓰레기,가정용,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,자원활용과,02-2147-6380,2022-12-12,3230000,서울특별시 송파구
경상북도,칠곡군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,70,100,180,350,0,900,0,1350,0,0,0,환경관리과,054-979-6724,2022-12-01,5220000,경상북도 칠곡군
경상남도,창원시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,350,700,0,1790,0,2690,0,0,0,경상남도 창원시 자원순환과,055-225-3564,2022-11-23,5670000,경상남도 창원시
경기도,포천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,280,560,840,1400,0,2100,0,0,0,경기도 포천시청 친환경정책과,031-538-2465,2022-10-31,5600000,경기도 포천시
경기도,포천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,280,560,840,0,0,0,0,0,0,경기도 포천시청 친환경정책과,031-538-2465,2022-10-31,5600000,경기도 포천시
경기도,포천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,560,0,1400,0,0,0,0,0,경기도 포천시청 친환경정책과,031-538-2465,2022-10-31,5600000,경기도 포천시
경기도,포천시,규격봉투,소각용,생활쓰레기,소규모배출사업장 전용,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,경기도 포천시청 친환경정책과,031-538-2465,2022-10-31,5600000,경기도 포천시
경기도,가평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,1500,0,2250,0,0,0,자원순환과,031-580-2551,2024-02-20,4160000,경기도 가평군
경기도,가평군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,1500,0,2250,0,0,0,자원순환과,031-580-2551,2024-02-20,4160000,경기도 가평군
경기도,가평군,규격봉투,기타,음식물쓰레기,가정용,30,0,60,0,90,150,300,600,0,0,0,0,0,0,0,자원순환과,031-580-2551,2024-02-20,4160000,경기도 가평군
경기도,가평군,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0,자원순환과,031-580-2551,2024-02-20,4160000,경기도 가평군
경기도,가평군,특수규격마대,기타,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,자원순환과,031-580-2551,2024-02-20,4160000,경기도 가평군
울산광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,600,0,1490,0,2220,0,0,0,자원순환과,052-209-3603,2024-01-31,3710000,울산광역시 동구
울산광역시,동구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,160,310,600,0,1490,0,2220,0,0,0,자원순환과,052-209-3603,2024-01-31,3710000,울산광역시 동구
경상남도,통영시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,140,0,0,0,1240,0,1850,0,0,0,자원순환과,055-650-1330,2024-02-06,5330000,경상남도 통영시
경상남도,통영시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,260,500,0,0,0,0,0,0,0,자원순환과,055-650-1330,2024-02-06,5330000,경상남도 통영시
경상남도,통영시,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,90,140,260,500,0,0,0,0,0,0,0,자원순환과,055-650-1330,2024-02-06,5330000,경상남도 통영시
전라남도,장흥군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,240,460,0,1100,0,0,0,0,0,환경관리과,061-860-6056,2024-06-25,4910000,전라남도 장흥군
경기도,동두천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,250,550,0,1250,0,2000,0,0,0,경기도 동두천시청 환경보호과,031-860-2100,2024-06-26,3920000,경기도 동두천시
경기도,동두천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2000,0,3600,0,0,0,0,0,경기도 동두천시청 환경보호과,031-860-2100,2024-06-26,3920000,경기도 동두천시
경상남도,거창군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,900,0,1350,0,0,0,환경과,055-940-3500,2024-06-26,5470000,경상남도 거창군
서울특별시,강동구,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,90,130,250,490,740,1250,0,1880,2500,0,0,서울특별시 강동구청 청소행정과,02-3425-5860,2023-08-18,3240000,서울특별시 강동구
서울특별시,강동구,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,서울특별시 강동구청 청소행정과,02-3425-5860,2023-08-18,3240000,서울특별시 강동구
서울특별시,강동구,규격봉투,기타,음식물쓰레기,가정용,100,0,190,0,300,500,1000,0,0,0,0,0,0,0,0,서울특별시 강동구청 청소행정과,02-3425-5860,2023-08-18,3240000,서울특별시 강동구
서울특별시,강동구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,1020,2040,0,5100,0,0,0,0,0,서울특별시 강동구청 청소행정과,02-3425-5860,2023-08-18,3240000,서울특별시 강동구
부산광역시,수영구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,140,220,430,850,1280,2070,0,3080,0,0,0,자원순환과,051-610-4437,2023-08-27,3380000,부산광역시 수영구
서울특별시,영등포구,규격봉투,소각용,생활쓰레기,가정용,0,0,60,0,0,130,250,490,740,1250,0,1880,0,0,0,청소과,02-2670-3437,2024-01-11,3180000,서울특별시 영등포구
서울특별시,영등포구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,0,0,0,0,0,0,청소과,02-2670-3437,2024-01-11,3180000,서울특별시 영등포구
서울특별시,영등포구,규격봉투,기타,음식물쓰레기,가정용,100,0,190,0,300,500,1000,2000,0,0,0,0,0,0,0,청소과,02-2670-3437,2024-01-11,3180000,서울특별시 영등포구
서울특별시,영등포구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1020,2040,0,0,0,0,0,0,0,청소과,02-2670-3437,2024-01-11,3180000,서울특별시 영등포구
경기도,부천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0,자원순환과,032-625-3204,2024-01-09,3860000,경기도 부천시
경기도,부천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,0,900,0,0,0,0,0,0,자원순환과,032-625-3204,2024-01-09,3860000,경기도 부천시
경기도,부천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,2250,0,0,0,자원순환과,032-625-3204,2024-01-09,3860000,경기도 부천시
경기도,부천시,규격봉투,매립용,음식물쓰레기,가정용,30,0,60,0,90,150,300,600,900,0,0,0,0,0,0,자원순환과,032-625-3204,2024-01-09,3860000,경기도 부천시
경기도,부천시,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,032-625-3204,2024-01-09,3860000,경기도 부천시
충청남도,논산시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,240,470,0,1170,0,1740,0,0,0,자원순환과,041-746-5533,2023-12-19,4540000,충청남도 논산시
충청남도,논산시,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,자원순환과,041-746-5533,2023-12-19,4540000,충청남도 논산시
충청북도,진천군,규격봉투,소각용,생활쓰레기,가정용,0,0,90,0,0,190,340,640,20000,1580,0,2310,0,0,0,식산업자원과,043-539-3464,2023-12-11,4450000,충청북도 진천군
경기도,수원시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,2250,0,0,0,청소자원과,031-228-3249,2023-12-11,3740000,경기도 수원시
경기도,수원시,규격봉투,소각용,음식물쓰레기,가정용,40,0,80,0,120,200,400,800,0,2000,0,0,0,0,0,청소자원과,031-228-3249,2023-12-11,3740000,경기도 수원시
경기도,수원시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0,청소자원과,031-228-3249,2023-12-11,3740000,경기도 수원시
제주특별자치도,서귀포시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,240,700,1050,1750,0,0,0,0,0,생활환경과,064-760-2935,2023-12-11,6520000,제주특별자치도 서귀포시
제주특별자치도,서귀포시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,240,700,1050,1750,0,0,0,0,0,생활환경과,064-760-2935,2023-12-11,6520000,제주특별자치도 서귀포시
제주특별자치도,서귀포시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,생활환경과,064-760-2935,2023-12-11,6520000,제주특별자치도 서귀포시
경상북도,울진군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,210,400,0,1050,0,1570,2100,0,0,환경위생과,054-789-6132,2023-12-08,5250000,경상북도 울진군
부산광역시,중구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,220,430,850,1280,2070,0,3080,0,0,0,자원순환과,051-600-4434,2023-12-22,3250000,부산광역시 중구
부산광역시,중구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,430,850,0,0,0,0,0,0,0,자원순환과,051-600-4434,2023-12-22,3250000,부산광역시 중구
경기도,안양시,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,300,550,0,0,0,0,0,0,0,자원순환과,031-8045-5448,2024-06-28,3830000,경기도 안양시
경기도,안양시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,자원순환과,031-8045-5448,2024-06-28,3830000,경기도 안양시
경기도,안양시,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,자원순환과,031-8045-5448,2024-06-28,3830000,경기도 안양시
경기도,안양시,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,자원순환과,031-8045-5448,2024-06-28,3830000,경기도 안양시
울산광역시,중구,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,2160,3480,0,0,0,0,0,경영사업팀,052-290-7657,2020-07-07,B553013,울산광역시중구도시관리공단
경기도,김포시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,180,360,720,0,1800,0,2700,0,0,0,자원순환과,031-980-2765,2023-01-20,4090000,경기도 김포시
경기도,김포시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,180,360,720,0,1800,0,2700,0,0,0,자원순환과,031-980-2765,2023-01-20,4090000,경기도 김포시
경기도,김포시,규격봉투,소각용,음식물쓰레기,가정용,0,70,0,0,140,240,490,990,0,0,0,0,0,0,0,자원순환과,031-980-2765,2023-01-20,4090000,경기도 김포시
경기도,김포시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2400,0,3600,0,0,0,자원순환과,031-980-2765,2023-01-20,4090000,경기도 김포시
경기도,김포시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1000,0,2500,0,0,0,0,0,자원순환과,031-980-2765,2023-01-20,4090000,경기도 김포시
경기도,용인시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,자원순환과,031-324-2332,2023-12-01,4050000,경기도 용인시
경상남도,하동군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,100,200,400,0,900,0,1350,0,0,0,환경보호과,055-880-2586,2023-11-30,5440000,경상남도 하동군
충청남도,청양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,400,600,1000,0,1300,0,0,0,충청남도 청양군청 환경보호과,041-940-2254,2023-11-30,4590000,충청남도 청양군
충청남도,보령시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,380,560,980,0,0,1930,0,0,충청남도 보령시 환경보호과,041-930-3676,2023-11-30,4510000,충청남도 보령시
충청남도,보령시,규격봉투,소각용,음식물쓰레기,가정용,0,0,40,0,60,100,200,380,0,0,0,0,0,0,0,충청남도 보령시 환경보호과,041-930-3676,2023-11-30,4510000,충청남도 보령시
충청남도,보령시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,380,0,0,0,0,0,0,0,충청남도 보령시 환경보호과,041-930-3676,2023-11-30,4510000,충청남도 보령시
충청남도,보령시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2200,0,0,4400,0,0,충청남도 보령시 환경보호과,041-930-3676,2023-11-30,4510000,충청남도 보령시
경상남도,함안군,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,40,100,200,400,0,0,0,0,0,0,0,환경과,055-580-2414,2023-11-08,5400000,경상남도 함안군
경상남도,함안군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,1500,0,0,0,0,0,환경과,055-580-2414,2023-11-08,5400000,경상남도 함안군
전라남도,영광군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,74,148,277,0,690,0,0,0,0,0,환경과,061-350-5342,2024-03-04,4970000,전라남도 영광군
경상남도,창녕군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,470,780,0,1150,0,0,0,환경위생과,055-530-1625,2024-04-11,5410000,경상남도 창녕군
경상남도,창녕군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,270,540,0,0,0,0,0,0,0,환경위생과,055-530-1625,2024-04-11,5410000,경상남도 창녕군
경상남도,창녕군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,160,320,0,0,0,0,0,0,0,환경위생과,055-530-1625,2024-04-11,5410000,경상남도 창녕군
서울특별시,동작구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,1250,0,1880,0,0,0,청소행정과,02-820-1376,2024-04-05,3190000,서울특별시 동작구
서울특별시,동작구,규격봉투,기타,생활쓰레기,가정용(음식물),100,0,190,0,300,500,1000,0,0,0,0,0,0,0,0,청소행정과,02-820-1376,2024-04-05,3190000,서울특별시 동작구
서울특별시,동작구,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,800,0,2000,0,0,4000,0,0,청소행정과,02-820-1376,2024-04-05,3190000,서울특별시 동작구
서울특별시,동작구,규격봉투,매립용,생활쓰레기,가정용(공사장생활폐기물),0,0,0,0,0,0,0,2040,0,5100,0,0,0,0,0,청소행정과,02-820-1376,2024-04-05,3190000,서울특별시 동작구
인천광역시,계양구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,0,3880,0,0,0,8070,청소행정과,032-450-5463,2024-03-12,3550000,인천광역시 계양구
대구광역시,북구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,150,290,560,850,1400,0,2080,0,0,0,대구광역시 북구 자원순환과,053-665-2585,2024-03-12,3450000,대구광역시 북구
대구광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,150,290,560,850,1400,0,2080,0,0,0,청소자원과,053-662-2736,2024-03-12,3420000,대구광역시 동구
전라남도,광양시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,130,260,530,0,1300,0,0,0,0,0,자원순환과,061-797-2794,2024-02-28,4840000,전라남도 광양시
경기도,시흥시,규격봉투,소각용,음식물쓰레기,가정용,50,0,100,0,150,0,500,1000,1500,0,0,0,0,0,0,자원순환과,031-310-2254,2024-03-05,4010000,경기도 시흥시
경기도,시흥시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,110,180,350,700,0,1750,0,2630,0,0,0,자원순환과,031-310-2254,2024-03-05,4010000,경기도 시흥시
경기도,시흥시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,520,0,1570,2610,0,3920,0,0,0,자원순환과,031-310-2254,2024-03-05,4010000,경기도 시흥시
경기도,시흥시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,1500,0,3200,0,0,0,0,0,자원순환과,031-310-2254,2024-03-05,4010000,경기도 시흥시
광주광역시,서구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,0,0,0,청소행정과,062-360-7969,2024-03-04,3600000,광주광역시 서구
광주광역시,광산구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,200,380,740,1110,1830,0,2730,0,0,0,청소행정과,062-960-8486,2024-03-04,3630000,광주광역시 광산구
경기도,평택시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,500,0,1250,0,1880,0,0,0,경기도 평택시청,031-8024-3715,2024-03-04,3910000,경기도 평택시
경기도,평택시,규격봉투,소각용,음식물쓰레기,가정용,0,40,0,0,80,130,250,500,0,0,0,0,0,0,0,경기도 평택시청,031-8024-3715,2024-03-04,3910000,경기도 평택시
